Age,Attrition,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ManagerGender
59,No,Travel_Rarely,Data Science,4,Business Administration,699,3,Female,3,Machine Learning Engineer,2,14814,1,Yes,6,4,3,2,35,2,1,4,6,8,10,Female
39,Yes,Travel_Rarely,Software Development,3,Engineering,700,4,Male,2,Frontend Developer,4,12108,2,Yes,16,3,2,0,5,0,3,14,6,10,6,Male
55,Yes,Travel_Frequently,Project Management,3,Information Technology,701,3,Male,1,Scrum Master,4,4927,0,Yes,9,4,1,3,27,4,3,3,6,3,5,Male
48,Yes,Non-Travel,Software Development,4,Engineering,702,1,Male,2,Software Engineer,4,10058,5,Yes,10,2,1,2,39,3,4,16,9,0,5,Female
46,No,Travel_Frequently,Software Development,4,Business Administration,703,1,Male,1,Frontend Developer,3,9713,6,No,18,3,1,2,7,2,2,13,4,3,6,Female
47,Yes,Travel_Frequently,Cybersecurity,1,Business Administration,704,4,Female,3,Security Analyst,2,14601,5,No,19,2,1,3,8,1,1,3,4,10,9,Male
45,No,Travel_Frequently,Data Science,4,Computer Science,705,3,Male,1,Data Analyst,2,13741,1,Yes,11,1,3,0,9,4,3,3,1,1,1,Female
55,Yes,Travel_Frequently,Cybersecurity,4,Business Administration,706,4,Female,2,Security Analyst,1,10458,2,Yes,9,3,4,0,15,4,1,8,5,2,3,Male
43,No,Travel_Rarely,Software Development,2,Information Technology,707,1,Female,2,Backend Developer,3,10162,5,Yes,5,3,1,1,13,1,3,9,10,6,10,Female
36,No,Travel_Rarely,Cybersecurity,1,Computer Science,708,2,Female,4,Network Security Specialist,1,8933,1,No,2,1,4,1,29,2,2,17,2,5,6,Male
57,No,Travel_Frequently,Project Management,4,Information Technology,709,2,Male,2,Project Manager,3,12005,3,Yes,10,4,4,0,26,3,4,5,3,10,1,Male
51,No,Travel_Rarely,Software Development,4,Business Administration,710,1,Female,4,Full Stack Developer,4,4087,4,Yes,7,2,2,1,22,3,2,12,3,6,8,Female
26,No,Non-Travel,Data Science,2,Information Technology,711,1,Female,1,Machine Learning Engineer,2,11634,6,Yes,1,2,2,1,9,1,1,2,9,5,4,Female
50,No,Travel_Frequently,Cybersecurity,1,Computer Science,712,4,Male,2,Cybersecurity Engineer,1,14165,3,Yes,2,1,1,3,26,1,4,15,3,10,3,Male
24,No,Non-Travel,Software Development,1,Information Technology,713,2,Female,2,Software Engineer,4,11247,1,No,15,2,1,2,12,3,3,16,8,7,1,Male
22,No,Non-Travel,Project Management,1,Business Administration,714,3,Male,3,Project Manager,3,14701,4,No,5,1,1,0,22,4,3,1,3,10,2,Male
56,Yes,Non-Travel,Project Management,1,Business Administration,715,2,Female,1,Agile Coach,4,11865,0,Yes,16,1,1,3,19,1,2,8,2,3,1,Female
51,No,Travel_Frequently,IT Support,4,Business Administration,716,2,Male,4,Helpdesk Analyst,1,11897,6,Yes,9,3,1,1,39,1,3,10,7,9,2,Male
29,Yes,Travel_Rarely,IT Support,1,Computer Science,717,2,Male,3,Technical Support,4,14205,4,No,3,3,3,3,12,1,3,17,4,7,4,Male
24,Yes,Travel_Rarely,Software Development,3,Information Technology,718,2,Male,1,Software Engineer,3,8814,3,No,8,1,4,0,34,4,2,9,1,4,6,Male
44,Yes,Non-Travel,Project Management,3,Mathematics,719,4,Female,4,Project Manager,4,11683,0,No,11,3,1,2,7,1,1,17,3,2,7,Female
57,No,Non-Travel,Project Management,3,Information Technology,720,2,Female,2,Scrum Master,3,4298,6,Yes,5,2,1,2,12,0,4,4,8,1,8,Male
56,No,Travel_Frequently,IT Support,4,Information Technology,721,4,Female,3,Helpdesk Analyst,2,4865,4,No,4,2,4,1,27,3,4,17,9,6,3,Male
40,No,Travel_Rarely,IT Support,2,Engineering,722,4,Male,3,System Administrator,4,7020,3,No,6,3,2,0,1,0,3,10,7,5,5,Male
43,No,Non-Travel,Data Science,1,Engineering,723,2,Male,1,Machine Learning Engineer,3,9047,0,No,10,3,4,0,19,5,4,13,9,5,10,Female
34,Yes,Non-Travel,Project Management,3,Business Administration,724,1,Male,4,Project Manager,1,12336,2,No,16,4,3,2,40,4,3,13,6,0,8,Male
58,Yes,Travel_Frequently,Data Science,2,Mathematics,725,2,Female,2,Data Scientist,1,3684,0,Yes,18,3,4,3,8,5,2,17,3,9,9,Female
57,Yes,Non-Travel,IT Support,4,Information Technology,726,2,Female,2,Technical Support,3,5370,1,No,19,1,3,2,18,3,2,14,1,0,6,Male
54,Yes,Non-Travel,Software Development,4,Computer Science,727,1,Female,3,Frontend Developer,2,3471,3,Yes,9,3,2,1,28,4,4,15,5,9,10,Male
32,No,Travel_Rarely,Software Development,3,Business Administration,728,1,Female,2,Software Engineer,3,12028,1,Yes,17,3,3,1,5,3,3,6,10,8,10,Female
32,No,Travel_Rarely,Software Development,1,Information Technology,729,4,Female,2,Backend Developer,3,12079,2,No,2,2,2,1,19,0,2,18,5,0,2,Female
49,Yes,Travel_Rarely,IT Support,2,Computer Science,730,2,Male,2,System Administrator,4,10641,1,No,4,2,2,0,1,5,2,11,4,6,7,Male
44,No,Non-Travel,Project Management,4,Business Administration,731,4,Female,3,Project Manager,2,12186,6,No,6,3,4,1,14,5,4,11,9,2,7,Female
26,Yes,Travel_Frequently,IT Support,1,Information Technology,732,4,Male,1,Technical Support,4,5782,2,Yes,12,4,2,0,24,0,2,12,9,6,6,Male
27,No,Travel_Frequently,Data Science,2,Computer Science,733,3,Female,3,Data Analyst,3,9127,1,No,15,3,2,2,35,2,4,6,2,0,9,Female
41,No,Travel_Frequently,Data Science,4,Computer Science,734,2,Female,1,Machine Learning Engineer,3,4725,6,No,11,3,2,3,38,1,1,18,9,2,1,Female
26,Yes,Travel_Rarely,Data Science,1,Business Administration,735,3,Female,3,Data Analyst,2,3056,1,Yes,16,3,1,3,40,5,3,20,9,9,3,Female
51,Yes,Non-Travel,IT Support,2,Engineering,736,3,Female,1,System Administrator,1,14617,0,Yes,13,3,2,2,32,3,1,20,1,5,7,Male
52,Yes,Travel_Rarely,Cybersecurity,4,Computer Science,737,2,Male,4,Security Analyst,1,12221,1,No,15,1,3,2,33,3,3,14,5,0,10,Male
44,Yes,Travel_Frequently,Software Development,2,Computer Science,738,2,Female,3,Software Engineer,4,14235,4,Yes,14,2,1,0,20,4,4,18,9,3,3,Male
37,Yes,Non-Travel,Software Development,3,Mathematics,739,4,Female,1,Frontend Developer,2,8698,1,No,16,3,3,3,2,4,3,13,5,8,2,Female
58,No,Non-Travel,Project Management,1,Mathematics,740,3,Female,1,Agile Coach,3,6470,6,Yes,12,4,1,2,38,0,3,16,1,9,10,Male
49,No,Travel_Frequently,IT Support,1,Mathematics,741,3,Male,1,IT Specialist,1,13171,6,No,17,2,4,3,13,3,2,11,8,6,6,Male
32,No,Travel_Rarely,IT Support,3,Mathematics,742,3,Female,3,System Administrator,4,14712,3,Yes,16,3,1,3,11,2,3,7,1,3,2,Male
42,No,Non-Travel,Cybersecurity,4,Mathematics,743,1,Female,2,Network Security Specialist,3,10332,3,Yes,12,2,3,1,12,2,4,4,4,5,10,Male
24,Yes,Travel_Frequently,Cybersecurity,2,Computer Science,744,1,Male,2,Cybersecurity Engineer,2,7683,1,Yes,12,2,3,2,10,4,1,10,4,1,6,Male
50,No,Non-Travel,Cybersecurity,1,Engineering,745,1,Female,2,Network Security Specialist,4,10546,6,No,11,1,2,3,11,1,3,14,2,0,2,Male
27,No,Travel_Rarely,IT Support,4,Computer Science,746,2,Male,2,Helpdesk Analyst,2,6633,1,No,14,3,3,3,32,4,3,9,8,5,7,Male
24,No,Non-Travel,Cybersecurity,1,Information Technology,747,2,Female,4,Security Analyst,3,14402,0,No,15,1,2,3,34,1,3,6,4,3,6,Male
48,Yes,Travel_Rarely,IT Support,2,Engineering,748,4,Male,1,System Administrator,4,6718,0,No,9,2,1,1,10,5,4,12,2,9,1,Male
30,Yes,Travel_Rarely,IT Support,1,Information Technology,749,1,Male,4,Helpdesk Analyst,3,13339,3,Yes,17,3,3,2,33,2,1,15,4,4,7,Male
51,No,Travel_Frequently,Project Management,3,Mathematics,750,3,Male,2,Scrum Master,1,11143,6,No,15,3,1,1,26,4,4,2,8,6,6,Female
46,Yes,Non-Travel,Project Management,4,Information Technology,751,1,Female,4,Scrum Master,1,6349,3,No,4,2,3,1,9,5,1,17,9,0,8,Male
33,Yes,Non-Travel,IT Support,4,Information Technology,752,3,Female,4,System Administrator,4,6033,1,No,10,1,1,0,13,1,1,4,5,1,6,Male
36,No,Travel_Rarely,Software Development,2,Computer Science,753,1,Female,4,Backend Developer,2,4689,2,No,15,3,3,3,4,0,2,4,1,0,2,Female
29,Yes,Non-Travel,Software Development,3,Business Administration,754,4,Male,3,Full Stack Developer,4,13302,1,No,2,3,3,2,23,0,2,19,9,5,2,Male
56,No,Travel_Frequently,Data Science,1,Engineering,755,1,Female,3,Data Scientist,1,8084,6,Yes,18,1,3,3,9,0,4,8,10,0,9,Female
59,Yes,Non-Travel,IT Support,4,Business Administration,756,3,Female,2,Technical Support,1,14189,2,No,11,2,2,1,30,3,1,14,8,0,9,Male
32,Yes,Travel_Rarely,Cybersecurity,1,Information Technology,757,1,Male,2,Security Analyst,1,7218,4,Yes,20,3,4,2,33,5,4,5,1,7,4,Male
36,No,Travel_Rarely,IT Support,3,Information Technology,758,4,Female,4,IT Specialist,1,6091,3,No,9,1,2,0,39,3,2,11,2,6,6,Male
49,No,Travel_Frequently,Data Science,4,Engineering,759,2,Female,2,Data Analyst,4,7384,4,No,11,3,4,2,22,1,3,7,1,4,8,Female
26,No,Non-Travel,Project Management,2,Mathematics,760,4,Female,1,Scrum Master,4,11145,2,Yes,11,2,2,2,15,3,3,16,9,2,4,Female
25,No,Travel_Frequently,Project Management,4,Computer Science,761,1,Female,2,Scrum Master,3,5268,6,No,4,4,4,0,1,5,3,5,4,2,9,Male
56,No,Non-Travel,Project Management,2,Computer Science,762,4,Female,3,Project Manager,4,11606,0,No,11,2,1,0,35,5,3,14,4,7,2,Male
26,No,Travel_Frequently,IT Support,2,Mathematics,763,1,Female,1,IT Specialist,1,11982,2,No,6,2,1,0,10,5,1,11,5,3,8,Male
26,Yes,Non-Travel,Project Management,4,Mathematics,764,4,Male,3,Project Manager,4,7875,1,No,10,1,2,3,17,1,2,19,8,9,7,Female
55,Yes,Travel_Frequently,IT Support,4,Information Technology,765,2,Male,3,System Administrator,2,5338,5,No,20,4,2,0,1,3,1,1,10,4,1,Male
29,No,Non-Travel,IT Support,1,Mathematics,766,1,Female,3,Helpdesk Analyst,4,4518,2,Yes,3,1,2,3,20,2,1,2,3,3,3,Male
27,Yes,Non-Travel,Software Development,2,Computer Science,767,3,Female,1,Full Stack Developer,3,8968,5,Yes,8,3,1,3,30,5,1,9,1,3,6,Male
57,No,Travel_Frequently,Project Management,3,Engineering,768,3,Female,4,Scrum Master,2,4102,2,Yes,2,2,2,2,13,0,2,16,7,6,4,Female
35,Yes,Travel_Frequently,Software Development,3,Business Administration,769,3,Male,1,Frontend Developer,1,12646,5,No,15,2,2,1,29,0,4,18,10,9,6,Female
59,No,Travel_Frequently,Data Science,3,Mathematics,770,3,Male,2,Data Analyst,2,7872,6,No,2,2,4,3,26,2,3,8,10,0,5,Female
44,Yes,Non-Travel,Data Science,2,Engineering,771,4,Male,3,Data Analyst,4,13200,4,Yes,13,1,2,1,37,5,3,3,4,2,7,Female
60,Yes,Travel_Frequently,Data Science,1,Information Technology,772,3,Female,3,Data Scientist,2,13670,5,No,7,1,1,0,1,1,2,5,4,7,1,Female
28,Yes,Non-Travel,Cybersecurity,1,Engineering,773,2,Male,1,Network Security Specialist,4,10708,4,No,20,1,3,1,32,2,2,15,3,3,8,Male
60,No,Travel_Frequently,Data Science,3,Engineering,774,1,Male,1,Data Scientist,4,8937,6,Yes,19,2,3,1,30,3,4,16,1,10,8,Female
53,Yes,Travel_Rarely,Project Management,3,Mathematics,775,4,Female,2,Scrum Master,1,6278,6,No,1,3,3,0,31,3,1,5,6,9,10,Female
54,Yes,Travel_Rarely,Project Management,4,Computer Science,776,2,Female,1,Agile Coach,4,3889,4,Yes,12,4,3,0,13,1,2,8,2,5,6,Female
56,Yes,Non-Travel,IT Support,4,Computer Science,777,1,Female,4,IT Specialist,3,8300,0,Yes,20,2,1,0,13,2,1,17,4,10,5,Male
55,Yes,Non-Travel,Software Development,1,Computer Science,778,1,Female,2,Full Stack Developer,1,6113,0,Yes,15,4,1,2,11,3,1,10,4,8,6,Male
45,Yes,Travel_Rarely,Software Development,1,Business Administration,779,2,Male,2,Backend Developer,3,8039,5,Yes,10,2,1,3,10,4,3,20,6,3,1,Male
24,Yes,Travel_Rarely,IT Support,1,Mathematics,780,4,Male,4,IT Specialist,1,10329,5,No,9,2,1,3,15,2,1,18,9,10,4,Male
27,Yes,Travel_Rarely,Data Science,4,Computer Science,781,2,Male,2,Data Scientist,3,9615,3,No,13,2,4,2,27,2,3,9,1,3,8,Female
23,No,Travel_Rarely,Cybersecurity,2,Computer Science,782,2,Male,1,Security Analyst,2,4534,5,No,10,1,4,2,19,1,4,1,7,6,5,Male
46,No,Travel_Rarely,Data Science,2,Computer Science,783,1,Male,1,Data Scientist,4,8779,3,Yes,2,1,4,1,20,0,4,17,7,5,4,Female
45,Yes,Travel_Rarely,Cybersecurity,4,Computer Science,784,4,Male,4,Cybersecurity Engineer,4,6349,2,Yes,2,2,1,3,10,1,2,7,8,7,8,Male
60,No,Non-Travel,Project Management,3,Computer Science,785,2,Male,2,Project Manager,4,4589,4,No,15,2,1,3,9,1,4,6,1,1,3,Female
24,No,Non-Travel,Cybersecurity,1,Computer Science,786,4,Male,4,Security Analyst,3,10096,1,Yes,17,4,1,0,21,5,3,16,2,0,4,Male
40,Yes,Travel_Frequently,Cybersecurity,2,Engineering,787,2,Female,3,Cybersecurity Engineer,2,11151,2,No,19,4,1,2,35,0,1,15,3,6,5,Male
60,Yes,Travel_Frequently,Project Management,2,Mathematics,788,1,Female,2,Agile Coach,3,7890,3,No,18,2,3,3,4,4,4,2,9,4,2,Female
35,No,Travel_Rarely,Project Management,1,Mathematics,789,1,Male,3,Agile Coach,3,13396,0,No,1,4,4,2,34,3,3,1,7,1,10,Female
58,No,Travel_Frequently,Data Science,3,Information Technology,790,4,Female,2,Data Analyst,4,11596,3,No,5,1,4,1,16,0,2,9,10,10,1,Female
29,Yes,Travel_Frequently,Cybersecurity,3,Business Administration,791,1,Male,4,Network Security Specialist,4,9648,3,Yes,6,1,4,1,3,5,1,15,4,0,7,Male
26,No,Travel_Frequently,IT Support,2,Engineering,792,3,Male,4,Helpdesk Analyst,3,7989,3,Yes,9,4,3,3,23,1,4,8,2,3,3,Male
40,Yes,Non-Travel,Software Development,3,Computer Science,793,1,Male,4,Full Stack Developer,3,3244,0,Yes,14,3,1,0,21,1,4,16,4,3,7,Female
53,No,Travel_Rarely,IT Support,4,Computer Science,794,2,Female,3,System Administrator,1,13450,1,Yes,20,2,1,2,33,1,1,5,5,5,2,Male
47,Yes,Non-Travel,Project Management,3,Computer Science,795,4,Female,4,Scrum Master,3,13069,4,No,14,4,3,1,11,4,2,3,3,0,4,Female
28,Yes,Travel_Frequently,Cybersecurity,2,Business Administration,796,1,Female,3,Cybersecurity Engineer,1,14164,4,No,6,3,3,2,36,4,2,12,4,10,8,Male
45,No,Travel_Rarely,Cybersecurity,2,Information Technology,797,3,Male,2,Security Analyst,2,11387,0,No,13,3,4,2,6,3,3,12,2,6,4,Male
53,Yes,Non-Travel,Data Science,3,Mathematics,798,2,Female,2,Machine Learning Engineer,3,9116,3,Yes,16,3,3,2,21,0,2,15,9,6,10,Female
53,Yes,Travel_Rarely,IT Support,1,Information Technology,799,4,Female,3,System Administrator,4,8770,5,Yes,5,3,3,1,10,1,3,9,2,4,9,Male
40,Yes,Non-Travel,IT Support,1,Mathematics,800,2,Female,4,System Administrator,2,5642,3,No,4,1,1,2,4,3,4,18,1,2,9,Male
50,Yes,Non-Travel,Software Development,1,Mathematics,801,2,Male,3,Frontend Developer,1,10824,0,Yes,4,2,2,0,36,4,4,2,7,7,4,Male
38,No,Non-Travel,Data Science,1,Business Administration,802,2,Female,1,Data Scientist,3,5133,1,No,8,4,2,3,2,0,1,15,3,10,8,Female
46,Yes,Non-Travel,Data Science,3,Information Technology,803,4,Female,1,Machine Learning Engineer,1,9353,0,No,13,1,4,2,3,5,1,8,2,2,10,Female
31,Yes,Travel_Frequently,Project Management,2,Mathematics,804,2,Female,2,Project Manager,4,13671,1,Yes,2,3,2,0,21,1,3,2,9,5,5,Male
44,Yes,Travel_Rarely,Project Management,4,Information Technology,805,1,Female,3,Agile Coach,3,6825,0,Yes,14,1,4,3,4,5,3,11,10,2,5,Male
40,No,Non-Travel,Cybersecurity,1,Business Administration,806,4,Female,2,Security Analyst,3,7188,1,No,20,3,3,0,6,1,1,8,8,1,4,Male
30,No,Non-Travel,Data Science,4,Computer Science,807,3,Male,3,Machine Learning Engineer,3,4529,2,No,3,1,2,1,19,3,3,19,2,9,2,Female
52,No,Travel_Frequently,Project Management,3,Business Administration,808,4,Male,1,Project Manager,4,12284,3,Yes,9,1,1,0,5,1,3,4,4,10,9,Male
58,No,Non-Travel,Software Development,4,Computer Science,809,2,Male,2,Frontend Developer,3,4071,1,Yes,12,3,4,3,4,3,4,9,1,3,7,Female
51,No,Non-Travel,Data Science,1,Engineering,810,3,Male,4,Machine Learning Engineer,3,9358,1,Yes,8,2,1,3,4,2,4,8,8,6,1,Female
49,Yes,Travel_Frequently,Cybersecurity,4,Engineering,811,1,Female,3,Network Security Specialist,1,3268,3,Yes,12,4,2,3,22,1,3,17,6,0,1,Male
46,No,Non-Travel,Project Management,1,Computer Science,812,1,Male,1,Agile Coach,4,3276,1,Yes,18,1,2,1,20,1,1,16,5,6,10,Female
39,Yes,Travel_Frequently,Software Development,3,Information Technology,813,4,Male,3,Full Stack Developer,4,12743,2,Yes,19,3,4,2,6,3,2,6,1,6,8,Male
46,No,Travel_Rarely,Project Management,3,Business Administration,814,1,Male,2,Scrum Master,2,12068,5,No,6,1,2,1,29,2,1,6,2,1,9,Female
29,Yes,Travel_Frequently,Cybersecurity,3,Computer Science,815,3,Female,4,Cybersecurity Engineer,2,13362,6,No,11,4,4,0,40,3,3,17,5,6,1,Male
30,No,Travel_Rarely,Software Development,1,Information Technology,816,2,Female,3,Software Engineer,4,12444,5,Yes,16,4,1,3,10,4,1,9,4,1,10,Male
58,No,Non-Travel,Software Development,4,Information Technology,817,3,Male,1,Backend Developer,3,11032,1,Yes,10,2,3,0,16,2,3,8,9,7,7,Female
32,Yes,Travel_Frequently,Software Development,1,Information Technology,818,1,Male,2,Software Engineer,1,8750,5,No,18,3,4,1,11,3,4,13,7,5,10,Male
50,No,Travel_Rarely,Software Development,2,Computer Science,819,4,Male,1,Full Stack Developer,4,9035,4,Yes,15,4,3,0,40,1,1,20,8,8,9,Male
55,Yes,Travel_Frequently,IT Support,1,Business Administration,820,4,Female,3,Helpdesk Analyst,2,13544,1,Yes,1,2,3,3,34,4,2,6,7,1,9,Male
38,No,Travel_Rarely,Data Science,2,Business Administration,821,3,Male,4,Data Analyst,1,8081,1,No,8,3,2,2,6,1,1,9,6,0,2,Female
59,Yes,Non-Travel,Project Management,4,Engineering,822,4,Male,1,Agile Coach,2,11204,3,No,8,4,1,1,12,0,3,13,10,2,9,Male
55,No,Travel_Rarely,Cybersecurity,1,Information Technology,823,2,Female,4,Network Security Specialist,2,3419,1,Yes,18,3,1,2,12,3,2,14,5,9,6,Male
42,No,Travel_Rarely,Cybersecurity,1,Computer Science,824,3,Male,4,Cybersecurity Engineer,4,6397,1,Yes,8,4,3,3,9,5,4,12,2,1,5,Male
52,No,Travel_Frequently,Cybersecurity,3,Computer Science,825,1,Female,1,Network Security Specialist,2,7543,5,No,18,3,2,0,38,1,1,6,4,5,1,Male
52,No,Travel_Frequently,Software Development,4,Information Technology,826,4,Male,2,Backend Developer,1,10041,5,Yes,20,4,4,0,18,0,1,18,5,4,1,Male
36,No,Travel_Rarely,Project Management,3,Engineering,827,2,Male,2,Agile Coach,3,8033,5,Yes,2,3,3,2,8,0,2,19,5,3,7,Male
32,No,Travel_Frequently,Cybersecurity,2,Information Technology,828,2,Male,3,Security Analyst,2,5112,4,Yes,10,4,4,1,15,5,3,8,5,2,4,Male
38,No,Non-Travel,Data Science,4,Information Technology,829,2,Female,1,Machine Learning Engineer,2,7690,6,No,20,1,3,0,13,2,2,6,10,7,5,Female
32,No,Travel_Rarely,Data Science,2,Computer Science,830,1,Female,3,Data Analyst,4,7643,6,Yes,15,1,4,0,7,3,1,8,3,7,3,Female
26,Yes,Travel_Rarely,IT Support,1,Mathematics,831,2,Female,2,Technical Support,2,3983,5,No,7,2,2,2,18,4,4,15,2,6,2,Male
41,Yes,Travel_Rarely,Data Science,1,Information Technology,832,4,Male,1,Data Scientist,3,3883,2,Yes,10,1,1,1,8,0,4,10,8,1,7,Female
56,No,Non-Travel,IT Support,4,Mathematics,833,3,Male,4,IT Specialist,2,14621,3,No,5,2,3,2,10,2,3,9,2,6,4,Male
44,No,Non-Travel,Project Management,2,Business Administration,834,3,Male,1,Project Manager,1,5447,3,No,15,1,2,0,32,2,4,2,7,5,7,Male
44,No,Travel_Rarely,Data Science,2,Business Administration,835,3,Male,2,Data Scientist,3,11243,6,No,11,4,3,3,6,2,2,19,3,9,1,Female
33,No,Non-Travel,Data Science,2,Mathematics,836,3,Female,3,Data Scientist,3,9686,3,No,20,4,4,1,11,2,3,15,2,3,4,Female
39,No,Travel_Rarely,Data Science,3,Computer Science,837,3,Female,1,Data Analyst,3,5518,3,No,20,4,2,2,5,1,4,7,2,7,4,Female
46,No,Travel_Rarely,Project Management,2,Information Technology,838,4,Male,4,Agile Coach,2,14651,6,Yes,6,4,4,2,40,3,2,3,3,1,2,Female
52,No,Non-Travel,IT Support,2,Engineering,839,1,Female,1,Helpdesk Analyst,3,5621,3,No,1,1,4,0,31,2,1,9,4,8,6,Male
51,No,Travel_Frequently,Project Management,2,Business Administration,840,3,Male,2,Scrum Master,4,14599,2,Yes,2,3,1,0,17,5,2,20,5,10,10,Male
53,Yes,Non-Travel,Software Development,2,Information Technology,841,3,Male,1,Software Engineer,4,6793,5,Yes,11,2,1,3,35,1,1,16,4,0,7,Female
59,No,Travel_Frequently,IT Support,1,Business Administration,842,4,Male,1,System Administrator,2,13926,5,Yes,20,1,2,0,16,4,3,13,9,7,5,Male
58,Yes,Travel_Frequently,Cybersecurity,4,Business Administration,843,3,Female,1,Network Security Specialist,2,8923,5,No,12,3,4,1,11,1,4,19,10,8,3,Male
37,No,Travel_Frequently,Cybersecurity,1,Business Administration,844,4,Female,4,Security Analyst,2,6717,2,Yes,12,2,1,2,33,3,2,12,9,9,7,Male
28,No,Travel_Rarely,IT Support,2,Information Technology,845,1,Male,4,System Administrator,4,13446,2,No,15,4,3,0,3,4,2,1,9,10,9,Male
40,No,Non-Travel,Software Development,3,Computer Science,846,2,Female,4,Software Engineer,4,5128,1,No,9,4,3,2,24,0,1,1,8,8,6,Female
44,Yes,Non-Travel,IT Support,1,Engineering,847,3,Male,4,Technical Support,3,11217,0,No,9,1,4,0,34,0,2,7,7,7,3,Male
34,No,Non-Travel,IT Support,4,Engineering,848,2,Female,3,Helpdesk Analyst,1,4291,3,No,6,4,3,1,23,5,2,16,8,8,7,Male
56,No,Travel_Frequently,Software Development,2,Business Administration,849,3,Male,1,Frontend Developer,1,14453,0,Yes,12,2,2,0,33,0,1,7,6,6,5,Female
55,No,Travel_Rarely,IT Support,1,Mathematics,850,4,Male,2,System Administrator,4,4724,0,Yes,18,1,1,3,19,3,2,6,3,8,1,Male
49,No,Travel_Frequently,Cybersecurity,3,Information Technology,851,1,Female,1,Cybersecurity Engineer,1,13365,4,No,1,4,4,0,36,0,4,4,5,0,3,Male
28,No,Non-Travel,Software Development,2,Computer Science,852,3,Male,2,Full Stack Developer,1,5195,6,Yes,19,1,1,0,31,5,1,11,5,10,6,Female
51,Yes,Travel_Frequently,Cybersecurity,4,Information Technology,853,2,Male,3,Security Analyst,3,4465,5,Yes,15,4,3,0,29,0,4,13,5,7,9,Male
58,No,Travel_Rarely,Software Development,2,Information Technology,854,1,Female,4,Full Stack Developer,2,10163,5,No,13,1,3,0,12,0,1,7,10,1,2,Female
41,No,Non-Travel,IT Support,4,Business Administration,855,3,Female,3,IT Specialist,2,9418,6,No,8,1,1,0,9,2,2,5,5,1,5,Male
29,No,Travel_Frequently,Project Management,3,Mathematics,856,3,Female,1,Scrum Master,2,3595,0,No,3,3,3,2,6,5,1,11,8,8,9,Male
42,No,Non-Travel,Project Management,1,Engineering,857,1,Female,4,Agile Coach,2,11411,3,Yes,10,2,3,1,28,2,3,9,7,8,10,Female
26,Yes,Travel_Frequently,Data Science,2,Information Technology,858,2,Male,2,Data Scientist,3,6140,5,Yes,14,2,4,2,21,4,2,14,9,3,7,Female
38,No,Travel_Rarely,IT Support,2,Information Technology,859,3,Female,3,Technical Support,4,7859,4,Yes,5,1,2,0,3,5,4,10,9,2,5,Male
25,No,Travel_Rarely,Project Management,4,Mathematics,860,2,Male,1,Agile Coach,3,5338,5,No,9,1,1,2,32,3,4,17,9,0,4,Male
30,No,Travel_Rarely,Project Management,2,Mathematics,861,1,Female,2,Agile Coach,1,10402,3,Yes,2,1,2,3,13,1,4,12,7,2,9,Male
30,No,Travel_Frequently,Data Science,1,Mathematics,862,2,Male,1,Machine Learning Engineer,2,8536,3,Yes,4,1,3,1,3,1,3,19,6,5,9,Female
41,No,Travel_Rarely,Cybersecurity,2,Information Technology,863,3,Female,1,Security Analyst,2,3838,1,Yes,16,4,4,1,1,3,1,7,10,1,4,Male
47,Yes,Travel_Frequently,Cybersecurity,3,Engineering,864,2,Male,4,Security Analyst,4,9844,5,No,7,1,4,3,3,5,1,7,2,9,5,Male
33,No,Non-Travel,Project Management,1,Engineering,865,3,Female,2,Project Manager,3,6804,1,Yes,3,3,3,0,7,0,4,6,10,7,8,Male
60,No,Travel_Frequently,Software Development,3,Computer Science,866,2,Male,2,Frontend Developer,3,11590,4,Yes,5,1,4,3,26,4,3,7,9,3,7,Male
46,Yes,Travel_Frequently,Project Management,3,Information Technology,867,2,Male,1,Agile Coach,4,8948,0,Yes,1,4,4,1,21,0,2,16,4,4,9,Male
27,Yes,Travel_Frequently,Software Development,2,Business Administration,868,4,Female,2,Software Engineer,3,7839,3,No,8,3,2,0,5,5,4,10,3,6,10,Female
24,Yes,Travel_Frequently,Cybersecurity,1,Mathematics,869,3,Male,2,Cybersecurity Engineer,3,12717,4,Yes,17,4,2,0,40,4,2,5,7,4,6,Male
47,Yes,Non-Travel,Cybersecurity,3,Engineering,870,3,Female,1,Network Security Specialist,2,6365,2,Yes,20,3,4,0,19,0,4,20,10,4,6,Male
56,No,Travel_Rarely,Project Management,1,Computer Science,871,2,Male,2,Agile Coach,1,11974,0,No,2,2,4,2,17,4,3,13,3,6,10,Female
38,No,Non-Travel,IT Support,2,Mathematics,872,3,Male,4,Helpdesk Analyst,2,11005,0,No,3,4,2,0,25,5,2,10,1,0,1,Male
26,Yes,Non-Travel,Project Management,1,Information Technology,873,3,Female,4,Agile Coach,1,3438,4,No,8,2,3,0,19,0,1,5,10,1,9,Female
